Labeling proteomics;sample_id;drug;susceptibility_logAUC
4;2020013;Ipatasertib;0.272727273
4;2020013;Ixazomib;0.909090909
4;2020013;Crenolanib;0.782608696
4;2020013;Ribociclib;0.272727273
4;2020013;Busulfan;0.409090909
4;2020013;Melphalan;0.347826087
4;2020013;Obatoclax;1
4;2020013;Thioguanine;0.590909091
4;2020013;Mercaptopurine;0.227272727
4;2020013;HSP-990;0.535714286
4;2020013;Quizartinib;0.5
4;2020013;THZ1;0.636363636
98;2020014;Buparlisib;0.071428571
98;2020014;Nilotinib;0.225490196
98;2020014;Nutlin-3;0.5
98;2020014;Entinostat;0.037037037
98;2020014;MK-2206;0.9
98;2020014;Methotrexate;1
98;2020014;JQ1;0.142857143
98;2020014;BMS-509744;0.722222222
98;2020014;AZD8055;0.5
98;2020014;Thioguanine;0.454545455
98;2020014;Mercaptopurine;0.181818182
98;2020014;iBET;0.090909091
98;2020014;AZD7762;0.25
98;2020014;ZM-447439;1
98;2020014;XAV-939;0.333333333
98;2020014;Torin-1;0.409090909
98;2020014;Zelavespib;0.636363636
98;2020014;Mirdametinib;0.3
98;2020014;Obatoclax;0.375
98;2020014;Idarubicin;0.594594595
98;2020014;Dovitinib;0.6
98;2020014;RAF-265;0.3
98;2020014;Idarubicin;0.281081081
98;2020014;Midostaurin;0.153846154
98;2020014;Sunitinib;0.066666667
98;2020014;BSK805;0.272727273
98;2020014;Torkinib;0.181818182
98;2020014;LCL161;1
98;2020014;BVB808;0.105263158
98;2020014;Infigratinib;0.4
98;2020014;AEW541;1
98;2020014;I3;1
98;2020014;BX-795;0.714285714
98;2020014;BAY61-3606;0.1
98;2020014;Olaparib;0.3
98;2020014;Apabetalone;0.1
98;2020014;Tirbanibulin;0.25
98;2020014;Barasertib;0.4
98;2020014;Bortezomib;0.078947368
98;2020014;AT9283;0.333333333
98;2020014;Mitoxantrone;0.129032258
98;2020014;Onalespib;1
98;2020014;Carfilzomib;0.35483871
98;2020014;Navitoclax;0.882882883
98;2020014;THZ1;0.454545455
98;2020014;Idarubicin;0.518918919
98;2020014;CGP-60474;0.428571429
98;2020014;Panobinostat;0.026785714
98;2020014;Luminespib;0.428571429
98;2020014;KW-2478;0.5
98;2020014;Givinostat;0.071428571
98;2020014;Gemcitabine;0.709677419
98;2020014;Etoposide;0.689320388
98;2020014;Doxorubicin;0.830357143
98;2020014;Docetaxel;0.833333333
98;2020014;Dexamethasone;0.14159292
98;2020014;Dasatinib;0.452173913
98;2020014;Lestaurtinib;0.5
98;2020014;BI-2536;0.230769231
98;2020014;Dactolisib;0.25
98;2020014;DAPT;1
98;2020014;Imatinib;0.193548387
98;2020014;YM155;0.666666667
98;2020014;XL-228;0.363636364
98;2020014;Vincristine;0.108108108
98;2020014;Cytarabine;0.151785714
98;2020014;Venetoclax;0.139130435
98;2020014;Idarubicin;0.47027027
98;2020014;Topotecan;0.148148148
98;2020014;Temsirolimus;0.083333333
98;2020014;HSP-990;0.25
98;2020014;RG2833;0.166666667
98;2020014;Quizartinib;0.409090909
98;2020014;Birinapant;0.321100917
98;2020014;6H05;0.666666667
98;2020014;Necrostatin 1;0.333333333
98;2020014;Ruxolitinib;0.183673469
98;2020014;Birabresib;0.166666667
98;2020014;Selumetinib;0.04
98;2020014;Ibrutinib;0.115384615
98;2020014;Ipatasertib;0.363636364
98;2020014;Trametinib;0.546391753
98;2020014;Fedratinib;0.04
98;2020014;Selinexor;0.285714286
98;2020014;Momelotinib;0.214285714
98;2020014;A-1210477;0.636363636
98;2020014;Nexturastat A;0.4
98;2020014;Dinaciclib;0.115384615
98;2020014;Crenolanib;0.130434783
98;2020014;Idarubicin;0.567567568
98;2020014;Clofarabine;0.8
98;2020014;Trofosfamide;0.304347826
98;2020014;Busulfan;0.181818182
98;2020014;Mitomycin;0.785714286
98;2020014;Melphalan;0.695652174
98;2020014;Homoharringtonine;0.076923077
98;2020014;Ixazomib;0.727272727
98;2020014;AS-1842856;0.363636364
98;2020014;Amsacrine;0.454545455
98;2020014;Alvocidib;0.181818182
98;2020014;Selamectin;1
98;2020014;Calicheamicin;0.12
98;2020014;Ivermectin;0.8
98;2020014;Moxidectin;0.285714286
98;2020014;Milbemycin;1
98;2020014;Ribociclib;0.318181818
98;2020014;A-485;0.636363636
98;2020014;Delanzomib;0.642857143
98;2020014;Cyclosporin;0.5
98;2020014;Sorafenib;0.2
98;2020014;Fludarabine;0.794117647
98;2020014;Adavosertib;0.428571429
31;2020018;Torin-1;0.363636364
31;2020018;Idarubicin;0.351351351
31;2020018;Bortezomib;0.149122807
31;2020018;Birinapant;0.330275229
31;2020018;Dexamethasone;0.663716814
31;2020018;Dinaciclib;0.221153846
31;2020018;Doxorubicin;0.705357143
31;2020018;Etoposide;0.388349515
31;2020018;Gemcitabine;0.451612903
31;2020018;Mitoxantrone;0.419354839
31;2020018;Panobinostat;0.053571429
31;2020018;Ruxolitinib;0.214285714
31;2020018;Selinexor;0.276785714
31;2020018;Sunitinib;0.533333333
31;2020018;Vincristine;0.369369369
31;2020018;Native Asparaginase;0.639534884
31;2020018;Dasatinib;0.495652174
31;2020018;Midostaurin;0.615384615
31;2020018;Docetaxel;0.5
31;2020018;Venetoclax;0.191304348
31;2020018;Cytarabine;0.464285714
31;2020018;Carfilzomib;0.225806452
31;2020018;Navitoclax;0.324324324
31;2020018;BVB808;0.263157895
31;2020018;Barasertib;0.514285714
31;2020018;Idarubicin;0.848648649
31;2020018;Homoharringtonine;0.038461538
31;2020018;Calicheamicin;0.4
31;2020018;Topotecan;0.888888889
31;2020018;Trametinib;0.835051546
31;2020018;Idasanutlin;0.260869565
31;2020018;Decitabine;0.5
31;2020018;Ponatinib;0.321100917
31;2020018;Clofarabine;0.12
31;2020018;Fedratinib;0.24
31;2020018;A-1210477;0.318181818
31;2020018;Ibrutinib;0.461538462
31;2020018;Methotrexate;1
31;2020018;Nelarabine;0.308411215
31;2020018;Carmustine;1
31;2020018;Entinostat;0.37037037
31;2020018;Selumetinib;1
31;2020018;Azacitidine;0.173913043
31;2020018;Temsirolimus;0.854166667
31;2020018;Cyclosporin;0.055555556
31;2020018;Entospletinib;1
31;2020018;Imatinib;0.225806452
31;2020018;Idarubicin;0.12972973
31;2020018;Alvocidib;0.454545455
31;2020018;A1331852;0.46875
31;2020018;Trofosfamide;0.347826087
31;2020018;Nilotinib;0.215686275
31;2020018;Bosutinib;0.798076923
31;2020018;Sorafenib;0.3
31;2020018;Fludarabine;0.058823529
31;2020018;Amsacrine;0.5
31;2020018;Dovitinib;0.2
31;2020018;Ipatasertib;0.454545455
31;2020018;Ixazomib;0.090909091
31;2020018;Crenolanib;0.347826087
31;2020018;Ribociclib;0.045454545
31;2020018;Busulfan;0.272727273
31;2020018;Melphalan;0.086956522
31;2020018;Obatoclax;0.166666667
31;2020018;Thioguanine;0.5
31;2020018;Mercaptopurine;1
31;2020018;HSP-990;0.071428571
31;2020018;Quizartinib;0.227272727
31;2020018;THZ1;0.045454545
97;2020023;Buparlisib;0.285714286
97;2020023;Nilotinib;0.019607843
97;2020023;Nutlin-3;0.4
97;2020023;Entinostat;0.333333333
97;2020023;MK-2206;0.1
97;2020023;Methotrexate;0.177083333
97;2020023;JQ1;0.571428571
97;2020023;BMS-509744;0.555555556
97;2020023;AZD8055;0.142857143
97;2020023;Thioguanine;0.090909091
97;2020023;Mercaptopurine;0.136363636
97;2020023;iBET;0.818181818
97;2020023;AZD7762;0.083333333
97;2020023;ZM-447439;0.333333333
97;2020023;XAV-939;1
97;2020023;Torin-1;0.090909091
97;2020023;Zelavespib;0.090909091
97;2020023;Mirdametinib;0.1
97;2020023;Obatoclax;0.625
97;2020023;Idarubicin;0.189189189
97;2020023;Dovitinib;0.1
97;2020023;RAF-265;0.1
97;2020023;Idarubicin;0.302702703
97;2020023;Midostaurin;0.076923077
97;2020023;Sunitinib;0.033333333
97;2020023;BSK805;0.090909091
97;2020023;Torkinib;0.090909091
97;2020023;LCL161;0.333333333
97;2020023;BVB808;0.052631579
97;2020023;Infigratinib;1
97;2020023;AEW541;0.5
97;2020023;I3;0.5
97;2020023;BX-795;0.142857143
97;2020023;BAY61-3606;0.2
97;2020023;Olaparib;0.1
97;2020023;Apabetalone;1
97;2020023;Tirbanibulin;0.166666667
97;2020023;Barasertib;0.142857143
97;2020023;Bortezomib;0.00877193
97;2020023;AT9283;0.5
97;2020023;Mitoxantrone;0.193548387
97;2020023;Onalespib;0.25
97;2020023;Carfilzomib;0.032258065
97;2020023;Navitoclax;0.459459459
97;2020023;THZ1;0.909090909
97;2020023;Idarubicin;0.432432432
97;2020023;CGP-60474;0.571428571
97;2020023;Panobinostat;0.151785714
97;2020023;Luminespib;0.142857143
97;2020023;KW-2478;1
97;2020023;Givinostat;0.714285714
97;2020023;Gemcitabine;0.064516129
97;2020023;Etoposide;0.417475728
97;2020023;Doxorubicin;0.330357143
97;2020023;Docetaxel;0.166666667
97;2020023;Dexamethasone;0.327433628
97;2020023;Dasatinib;0.034782609
97;2020023;Lestaurtinib;1
97;2020023;BI-2536;0.307692308
97;2020023;Dactolisib;0.083333333
97;2020023;DAPT;0.333333333
97;2020023;Imatinib;0.129032258
97;2020023;YM155;1
97;2020023;XL-228;0.636363636
97;2020023;Vincristine;0.225225225
97;2020023;Cytarabine;0.035714286
97;2020023;Venetoclax;0.869565217
97;2020023;Idarubicin;0.113513514
97;2020023;Topotecan;0.185185185
97;2020023;Temsirolimus;0.020833333
97;2020023;HSP-990;0.035714286
97;2020023;RG2833;0.083333333
97;2020023;Quizartinib;0.045454545
97;2020023;Birinapant;0.28440367
97;2020023;6H05;0.333333333
97;2020023;Necrostatin 1;0.666666667
97;2020023;Ruxolitinib;0.040816327
97;2020023;Birabresib;0.5
97;2020023;Selumetinib;0.08
97;2020023;Ibrutinib;0.076923077
97;2020023;Ipatasertib;0.181818182
97;2020023;Trametinib;0.030927835
97;2020023;Fedratinib;0.16
97;2020023;Selinexor;0.089285714
97;2020023;Momelotinib;0.142857143
97;2020023;A-1210477;0.454545455
97;2020023;Nexturastat A;0.6
97;2020023;Dinaciclib;0.346153846
97;2020023;Crenolanib;0.043478261
97;2020023;Idarubicin;0.043243243
97;2020023;Clofarabine;0.08
97;2020023;Trofosfamide;0.391304348
97;2020023;Busulfan;0.136363636
97;2020023;Mitomycin;0.214285714
97;2020023;Melphalan;0.173913043
97;2020023;Homoharringtonine;0.192307692
97;2020023;Ixazomib;0.045454545
97;2020023;AS-1842856;0.272727273
97;2020023;Amsacrine;0.090909091
97;2020023;Alvocidib;0.954545455
97;2020023;Selamectin;0.5
97;2020023;Calicheamicin;0.04
97;2020023;Ivermectin;0.1
97;2020023;Moxidectin;0.071428571
97;2020023;Milbemycin;0.5
97;2020023;Ribociclib;0.136363636
97;2020023;A-485;0.090909091
97;2020023;Delanzomib;0.071428571
97;2020023;Cyclosporin;0.722222222
97;2020023;Sorafenib;0.033333333
97;2020023;Fludarabine;0.088235294
97;2020023;Adavosertib;0.071428571
34;2020027;Torin-1;0.227272727
34;2020027;Idarubicin;0.048648649
34;2020027;Bortezomib;0.201754386
34;2020027;Birinapant;0.532110092
34;2020027;Dexamethasone;0.123893805
34;2020027;Dinaciclib;0.134615385
34;2020027;Doxorubicin;0.598214286
34;2020027;Etoposide;0.262135922
34;2020027;Gemcitabine;0.161290323
34;2020027;Mitoxantrone;0.096774194
34;2020027;Panobinostat;0.080357143
34;2020027;Ruxolitinib;1
34;2020027;Selinexor;0.517857143
34;2020027;Sunitinib;0.366666667
34;2020027;Vincristine;0.036036036
34;2020027;Native Asparaginase;0.697674419
34;2020027;Dasatinib;0.27826087
34;2020027;Midostaurin;0.192307692
34;2020027;Docetaxel;0.222222222
34;2020027;Venetoclax;0.373913043
34;2020027;Cytarabine;0.1875
34;2020027;Carfilzomib;0.774193548
34;2020027;Navitoclax;1
34;2020027;BVB808;0.210526316
34;2020027;Barasertib;0.2
34;2020027;Idarubicin;0.032432432
34;2020027;Homoharringtonine;0.653846154
34;2020027;Calicheamicin;0.2
34;2020027;Topotecan;0.259259259
34;2020027;Trametinib;0.649484536
34;2020027;Idasanutlin;0.695652174
34;2020027;Decitabine;0.083333333
34;2020027;Ponatinib;0.311926606
34;2020027;Clofarabine;0.2
34;2020027;Fedratinib;0.44
34;2020027;A-1210477;1
34;2020027;Ibrutinib;0.615384615
34;2020027;Methotrexate;1
34;2020027;Nelarabine;0.682242991
34;2020027;Carmustine;0.25
34;2020027;Entinostat;0.074074074
34;2020027;Selumetinib;0.44
34;2020027;Azacitidine;0.086956522
34;2020027;Temsirolimus;0.041666667
34;2020027;Cyclosporin;0.111111111
34;2020027;Entospletinib;0.2
34;2020027;Imatinib;0.806451613
34;2020027;Idarubicin;0.054054054
34;2020027;Alvocidib;0.272727273
34;2020027;A1331852;0.739583333
34;2020027;Trofosfamide;1
34;2020027;Nilotinib;0.176470588
34;2020027;Bosutinib;0.528846154
34;2020027;Sorafenib;1
34;2020027;Fludarabine;0.264705882
34;2020027;Amsacrine;0.136363636
34;2020027;Nelarabine;0.065420561
34;2020027;Ipatasertib;0.5
34;2020027;Ixazomib;0.409090909
34;2020027;Crenolanib;0.52173913
34;2020027;Ribociclib;0.545454545
34;2020027;Busulfan;0.454545455
34;2020027;Melphalan;0.391304348
34;2020027;Obatoclax;0.416666667
34;2020027;Thioguanine;0.636363636
34;2020027;Mercaptopurine;1
34;2020027;HSP-990;0.178571429
34;2020027;Quizartinib;0.318181818
34;2020027;THZ1;0.181818182
34;2020027;RG2833;0.333333333
34;2020027;Birabresib;0.416666667
34;2020027;Momelotinib;0.5
34;2020027;Idarubicin;0.021621622
34;2020027;Buparlisib;0.571428571
34;2020027;Delanzomib;0.142857143
34;2020027;Moxidectin;0.857142857
34;2020027;Givinostat;0.142857143
34;2020027;BI-2536;0.384615385
34;2020027;Eltanexor;0.6
34;2020027;AT9283;0.166666667
34;2020027;Mitomycin;0.571428571
34;2020027;Adavosertib;0.5
34;2020027;Cabozantinib;0.75
34;2020027;Mocetinostat;0.25
34;2020027;Palbociclib;0.75
34;2020027;Nelarabine;1
34;2020027;BMS-509744;0.333333333
34;2020027;AZD8055;0.357142857
34;2020027;iBET;0.454545455
34;2020027;AZD7762;0.416666667
34;2020027;Tirbanibulin;0.333333333
34;2020027;Dactolisib;0.166666667
34;2020027;AS-1842856;1
34;2020027;Ivermectin;1
34;2020027;Idarubicin;0.059459459
34;2020027;A-485;0.363636364
34;2020027;XL-228;0.181818182
34;2020027;MK-2206;0.7
34;2020027;NVP-2;1
34;2020027;Zelavespib;0.363636364
34;2020027;Mirdametinib;0.2
34;2020027;RAF-265;0.4
34;2020027;BSK805;0.909090909
34;2020027;Torkinib;1
34;2020027;BAY61-3606;1
34;2020027;Apabetalone;1
34;2020027;Linifanib;1
34;2020027;A1331852;0.833333333
34;2020027;A-1210477;1
34;2020027;Nexturastat A;0.8
34;2020027;CGP-60474;1
34;2020027;Luminespib;0.095238095
34;2020027;S-63845;0.4
34;2020027;Olaparib;0.4
116;2020045;Torin-1;1
116;2020045;Idarubicin;0.394594595
116;2020045;Bortezomib;0.456140351
116;2020045;Birinapant;0.541284404
116;2020045;Dexamethasone;0.300884956
116;2020045;Dinaciclib;0.682692308
116;2020045;Doxorubicin;0.678571429
116;2020045;Etoposide;0.32038835
116;2020045;Gemcitabine;0.225806452
116;2020045;Mitoxantrone;0.258064516
116;2020045;Panobinostat;0.303571429
116;2020045;Ruxolitinib;1
116;2020045;Selinexor;0.232142857
116;2020045;Sunitinib;0.2
116;2020045;Vincristine;0.648648649
116;2020045;Native Asparaginase;0.709302326
116;2020045;Dasatinib;0.347826087
116;2020045;Midostaurin;0.269230769
116;2020045;Docetaxel;0.333333333
116;2020045;Venetoclax;0.539130435
116;2020045;Cytarabine;0.383928571
116;2020045;Carfilzomib;0.612903226
116;2020045;Navitoclax;0.558558559
116;2020045;BVB808;0.842105263
116;2020045;Barasertib;0.485714286
116;2020045;Idarubicin;0.140540541
116;2020045;Homoharringtonine;0.615384615
116;2020045;Calicheamicin;0.48
116;2020045;Topotecan;0.407407407
116;2020045;Trametinib;1
116;2020045;Idasanutlin;0.47826087
116;2020045;Decitabine;0.875
116;2020045;Ponatinib;0.697247706
116;2020045;Clofarabine;0.64
116;2020045;Fedratinib;0.92
116;2020045;A-1210477;0.272727273
116;2020045;Ibrutinib;1
116;2020045;Methotrexate;1
116;2020045;Nelarabine;0.429906542
116;2020045;Carmustine;0.3125
116;2020045;Entinostat;0.407407407
116;2020045;Selumetinib;1
116;2020045;Azacitidine;0.347826087
116;2020045;Temsirolimus;0.260416667
116;2020045;Cyclosporin;0.277777778
116;2020045;Entospletinib;1
116;2020045;Imatinib;0.580645161
116;2020045;Idarubicin;0.508108108
116;2020045;Alvocidib;0.863636364
116;2020045;A1331852;0.197916667
116;2020045;Trofosfamide;1
116;2020045;Nilotinib;1
116;2020045;Bosutinib;0.163461538
116;2020045;Sorafenib;0.133333333
116;2020045;Fludarabine;0.617647059
116;2020045;Amsacrine;0.318181818
116;2020045;Nelarabine;0.158878505
116;2020045;Ipatasertib;1
116;2020045;Ixazomib;0.681818182
116;2020045;Crenolanib;0.260869565
116;2020045;Ribociclib;0.181818182
116;2020045;Busulfan;0.090909091
116;2020045;Melphalan;0.304347826
116;2020045;Obatoclax;1
116;2020045;Thioguanine;0.181818182
116;2020045;Mercaptopurine;1
116;2020045;HSP-990;0.5
116;2020045;Quizartinib;1
116;2020045;THZ1;0.818181818
48;2020043;Torin-1;1
48;2020043;Idarubicin;0.416216216
48;2020043;Bortezomib;0.719298246
48;2020043;Birinapant;0.247706422
48;2020043;Dexamethasone;0.539823009
48;2020043;Dinaciclib;0.692307692
48;2020043;Doxorubicin;0.642857143
48;2020043;Etoposide;0.563106796
48;2020043;Gemcitabine;0.774193548
48;2020043;Mitoxantrone;0.741935484
48;2020043;Panobinostat;0.589285714
48;2020043;Ruxolitinib;0.173469388
48;2020043;Selinexor;0.401785714
48;2020043;Sunitinib;0.633333333
48;2020043;Vincristine;1
48;2020043;Native Asparaginase;0.73255814
48;2020043;Dasatinib;0.330434783
48;2020043;Midostaurin;0.461538462
48;2020043;Docetaxel;0.666666667
48;2020043;Venetoclax;0.339130435
48;2020043;Cytarabine;0.419642857
48;2020043;Carfilzomib;0.838709677
48;2020043;Navitoclax;0.783783784
48;2020043;BVB808;0.947368421
48;2020043;Barasertib;0.342857143
48;2020043;Idarubicin;0.583783784
48;2020043;Homoharringtonine;1
48;2020043;Calicheamicin;0.52
48;2020043;Topotecan;0.703703704
48;2020043;Trametinib;0.670103093
48;2020043;Idasanutlin;1
48;2020043;Decitabine;0.583333333
48;2020043;Ponatinib;0.853211009
48;2020043;Clofarabine;0.52
48;2020043;Fedratinib;1
48;2020043;A-1210477;0.136363636
48;2020043;Ibrutinib;0.307692308
48;2020043;Methotrexate;1
48;2020043;Nelarabine;0.626168224
48;2020043;Carmustine;1
48;2020043;Entinostat;0.703703704
48;2020043;Selumetinib;1
48;2020043;Azacitidine;0.826086957
48;2020043;Temsirolimus;0.635416667
48;2020043;Cyclosporin;1
48;2020043;Entospletinib;0.4
48;2020043;Imatinib;0.709677419
48;2020043;Idarubicin;0.216216216
48;2020043;Alvocidib;0.727272727
48;2020043;A1331852;0.5625
48;2020043;Trofosfamide;1
48;2020043;Nilotinib;0.147058824
48;2020043;Bosutinib;0.701923077
48;2020043;Sorafenib;0.4
48;2020043;Fludarabine;0.441176471
48;2020043;Amsacrine;0.818181818
48;2020043;Nelarabine;0.542056075
48;2020043;Ipatasertib;1
48;2020043;Ixazomib;0.863636364
48;2020043;Crenolanib;0.956521739
48;2020043;Ribociclib;0.5
48;2020043;Busulfan;0.318181818
48;2020043;Melphalan;0.608695652
48;2020043;Obatoclax;1
48;2020043;Thioguanine;0.363636364
48;2020043;Mercaptopurine;1
48;2020043;HSP-990;0.857142857
48;2020043;Quizartinib;1
48;2020043;THZ1;0.954545455
69;2020051;Torin-1;0.590909091
69;2020051;Idarubicin;0.616216216
69;2020051;Bortezomib;0.131578947
69;2020051;Birinapant;0.137614679
69;2020051;Dexamethasone;0.584070796
69;2020051;Dinaciclib;0.432692308
69;2020051;Doxorubicin;0.803571429
69;2020051;Etoposide;0.902912621
69;2020051;Gemcitabine;0.741935484
69;2020051;Mitoxantrone;0.967741935
69;2020051;Panobinostat;0.169642857
69;2020051;Ruxolitinib;0.142857143
69;2020051;Selinexor;0.116071429
69;2020051;Sunitinib;0.233333333
69;2020051;Vincristine;0.387387387
69;2020051;Native Asparaginase;0.674418605
69;2020051;Dasatinib;0.539130435
69;2020051;Midostaurin;0.884615385
69;2020051;Docetaxel;0.722222222
69;2020051;Venetoclax;0.260869565
69;2020051;Cytarabine;0.508928571
69;2020051;Carfilzomib;0.483870968
69;2020051;Navitoclax;0.342342342
69;2020051;BVB808;0.684210526
69;2020051;Barasertib;0.628571429
69;2020051;Idarubicin;0.664864865
69;2020051;Homoharringtonine;0.576923077
69;2020051;Calicheamicin;0.6
69;2020051;Topotecan;0.592592593
69;2020051;Trametinib;0.443298969
69;2020051;Idasanutlin;0.434782609
69;2020051;Decitabine;0.833333333
69;2020051;Ponatinib;0.504587156
69;2020051;Clofarabine;0.84
69;2020051;Fedratinib;0.36
69;2020051;A-1210477;0.409090909
69;2020051;Ibrutinib;1
69;2020051;Methotrexate;1
69;2020051;Nelarabine;0.747663551
69;2020051;Carmustine;1
69;2020051;Entinostat;0.444444444
69;2020051;Selumetinib;0.4
69;2020051;Azacitidine;0.565217391
69;2020051;Temsirolimus;0.71875
69;2020051;Cyclosporin;0.555555556
69;2020051;Entospletinib;1
69;2020051;Imatinib;0.774193548
69;2020051;Idarubicin;0.675675676
69;2020051;Alvocidib;0.5
69;2020051;A1331852;0.4375
69;2020051;Trofosfamide;1
69;2020051;Nilotinib;1
69;2020051;Bosutinib;0.288461538
69;2020051;Sorafenib;0.366666667
69;2020051;Fludarabine;0.911764706
69;2020051;Amsacrine;0.772727273
69;2020051;Nelarabine;0.196261682
69;2020051;Ipatasertib;0.318181818
69;2020051;Ixazomib;0.136363636
69;2020051;Crenolanib;0.608695652
69;2020051;Ribociclib;0.636363636
69;2020051;Busulfan;0.590909091
69;2020051;Melphalan;0.739130435
69;2020051;Obatoclax;0.666666667
69;2020051;Thioguanine;0.727272727
69;2020051;Mercaptopurine;1
69;2020051;HSP-990;0.785714286
69;2020051;Quizartinib;0.590909091
69;2020051;THZ1;0.590909091
69;2020051;RG2833;0.416666667
69;2020051;Birabresib;0.833333333
69;2020051;Momelotinib;0.714285714
69;2020051;Idarubicin;0.751351351
69;2020051;Buparlisib;0.714285714
69;2020051;Delanzomib;0.5
69;2020051;Moxidectin;0.571428571
69;2020051;Givinostat;0.642857143
69;2020051;BI-2536;0.769230769
69;2020051;Eltanexor;0.04
69;2020051;AT9283;0.666666667
69;2020051;Mitomycin;0.642857143
69;2020051;Adavosertib;0.785714286
69;2020051;Cabozantinib;0.833333333
69;2020051;Mocetinostat;0.333333333
69;2020051;Palbociclib;0.916666667
69;2020051;Nelarabine;0.813084112
69;2020051;BMS-509744;0.944444444
69;2020051;AZD8055;1
69;2020051;iBET;0.909090909
69;2020051;AZD7762;0.666666667
69;2020051;Tirbanibulin;0.416666667
69;2020051;Dactolisib;0.416666667
69;2020051;AS-1842856;1
69;2020051;Ivermectin;0.7
69;2020051;Idarubicin;0.654054054
69;2020051;A-485;1
69;2020051;XL-228;1
69;2020051;MK-2206;0.3
69;2020051;NVP-2;0.555555556
69;2020051;Zelavespib;0.909090909
69;2020051;Mirdametinib;0.4
69;2020051;RAF-265;0.7
69;2020051;BSK805;0.545454545
69;2020051;Torkinib;0.545454545
69;2020051;BAY61-3606;0.4
69;2020051;Apabetalone;0.4
69;2020051;Nutlin-3;0.7
69;2020051;Linifanib;1
69;2020051;A1331852;0.729166667
69;2020051;A-1210477;1
69;2020051;Nexturastat A;1
69;2020051;CGP-60474;1
69;2020051;Luminespib;1
69;2020051;S-63845;0.5
69;2020051;Olaparib;1
102;2021112;Idarubicin;0.091891892
102;2021112;Venetoclax;0.113043478
102;2021112;Bortezomib;0.596491228
102;2021112;Birinapant;0.513761468
102;2021112;Cytarabine;0.017857143
102;2021112;Carfilzomib;0.677419355
102;2021112;Dasatinib;0.173913043
102;2021112;Dexamethasone;0.230088496
102;2021112;Calicheamicin;0.56
102;2021112;Doxorubicin;0.017857143
102;2021112;Etoposide;0.145631068
102;2021112;Gemcitabine;0.129032258
102;2021112;Navitoclax;0.720720721
102;2021112;Mitoxantrone;0.322580645
102;2021112;Panobinostat;0.044642857
102;2021112;Ponatinib;0.293577982
102;2021112;Selinexor;0.035714286
102;2021112;Sunitinib;0.166666667
102;2021112;Bosutinib;0.384615385
102;2021112;Vincristine;0.063063063
102;2021112;Daunorubicin;0.111111111
102;2021112;Vorinostat;0.125
102;2021112;Leucoginase;0.076923077
102;2021112;Idarubicin;0.108108108
102;2021112;Homoharringtonine;0.346153846
102;2021112;Dinaciclib;0.778846154
102;2021112;Topotecan;0.111111111
102;2021112;Trametinib;0.18556701
102;2021112;Idasanutlin;0.608695652
102;2021112;Decitabine;0.041666667
102;2021112;Prednisolone;1
102;2021112;Ruxolitinib;1
102;2021112;Clofarabine;0.56
102;2021112;Fedratinib;0.32
102;2021112;Eltanexor;0.12
102;2021112;Ibrutinib;0.269230769
102;2021112;Barasertib;1
102;2021112;Tofacitinib;0.571428571
102;2021112;Methotrexate;1
102;2021112;Midostaurin;0.653846154
102;2021112;Sorafenib;1
102;2021112;Entinostat;0.259259259
102;2021112;Selumetinib;0.28
102;2021112;Temsirolimus;0.03125
102;2021112;Azacitidine;0.217391304
102;2021112;Fludarabine;0.558823529
99;2021121;Idarubicin;0.956756757
99;2021121;Venetoclax;0.573913043
99;2021121;Bortezomib;0.631578947
99;2021121;Birinapant;0.183486239
99;2021121;Cytarabine;0.4375
99;2021121;Carfilzomib;0.870967742
99;2021121;Dasatinib;0.582608696
99;2021121;Dexamethasone;0.814159292
99;2021121;Calicheamicin;1
99;2021121;Doxorubicin;0.258928571
99;2021121;Etoposide;0.796116505
99;2021121;Gemcitabine;0.483870968
99;2021121;Navitoclax;0.927927928
99;2021121;Mitoxantrone;0.870967742
99;2021121;Panobinostat;0.705357143
99;2021121;Ponatinib;0.440366972
99;2021121;Selinexor;0.910714286
99;2021121;Sunitinib;0.3
99;2021121;Bosutinib;0.846153846
99;2021121;Vincristine;0.603603604
99;2021121;Daunorubicin;0.555555556
99;2021121;Oxaliplatin;0.666666667
99;2021121;Leucoginase;0.615384615
79;2021125;Idarubicin;0.92972973
79;2021125;Venetoclax;0.060869565
79;2021125;Bortezomib;0.289473684
79;2021125;Birinapant;0.688073394
79;2021125;Cytarabine;0.714285714
79;2021125;Carfilzomib;0.967741935
79;2021125;Dasatinib;1
79;2021125;Dexamethasone;0.628318584
79;2021125;Calicheamicin;0.84
79;2021125;Doxorubicin;0.758928571
79;2021125;Etoposide;0.757281553
79;2021125;Gemcitabine;0.612903226
79;2021125;Navitoclax;0.63963964
79;2021125;Mitoxantrone;0.709677419
79;2021125;Panobinostat;0.741071429
79;2021125;Ponatinib;0.568807339
79;2021125;Selinexor;0.955357143
79;2021125;Sunitinib;0.8
79;2021125;Bosutinib;1
79;2021125;Vincristine;0.837837838
79;2021125;Daunorubicin;0.777777778
79;2021125;Vorinostat;0.875
79;2021125;Leucoginase;1
79;2021125;Idarubicin;0.918918919
79;2021125;Homoharringtonine;0.769230769
79;2021125;Dinaciclib;0.423076923
79;2021125;Topotecan;0.925925926
79;2021125;Trametinib;1
79;2021125;Idasanutlin;0.52173913
79;2021125;Decitabine;0.416666667
79;2021125;Prednisolone;1
